,Date,Day,Month,Year,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed ,Injured Min,Injured ,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Weekend
481,21,Tuesday,February,2017,24 Jumada al-Ula 1438,Working Day,,09:00:00,"Tangi, CharsaddaDistrict",34.3,71.653889,KPK,Court,Government,High,Closed,Attack on lawyers and judges,Judges_Lawyers,,6.0,7.0,15.0,20.0,2.0,,Lady Reading Hospital,11.18,52.123999999999995,0
482,5,Wednesday,April,2017,08 Rajab 1438,Working Day,,07:15:00,Lahore,31.463016999999997,74.435675,Punjab,Bedian Road,,Low,Open,Population Census Team,Military,,6.0,7.0,19.0,22.0,,,"Combined Military Hospital (CMH), General Hospital",29.0,84.2,0
483,12,Friday,May,2017,16 Sha’ban 1438,Working Day,,14:30:00,Quetta,29.800833,66.848056,Balochistan,Town of Mastung,,Low,Open,Sucide bomber wearing an explosive vest carried out the attack.,Government Official,,25.0,28.0,35.0,37.0,1.0,,,44.0,111.0,0
484,20,Saturday,May,2017,24 Sha’ban 1438,Weekend,Weekend,,Kohat,33.38752,71.340408,KPK,Kamal khel area near lachi Kohat,Police Rangers,Low,Open,Terrorist ambushed a Police & Rangers party while it was on its way to arrest criminals,Police_Rangers,,1.0,4.0,0.0,0.0,,,,37.0,99.0,1
485,23,Friday,June,2017,28 Ramadhan 1438,Working Day,Ramadan,13:30:00,Quetta,33.88423,70.10878,Balochistan,Parachinar town in the restive tribal bel,Religious,Low,Open,Suicide bombers targeting the capital of Balochistan province and the Shia-majority Parachinar town days before the end of the holy month of Ramzan.,Shia sect,Shiite,30.0,85.0,100.0,100.0,3.0,75KG,,36.0,97.0,0
486,10,Monday,July,2017,16 Shawwal 1438,Working Day,,11:43:00,Chaman,30.90983,66.452402,Balochistan,Boghra Road,,Low,Open,Sucide bomber wearing an explosive vest carried out the attack.,Police_Rangers,,1.0,3.0,1.0,11.0,1.0,,,38.0,100.0,0
487,17,Monday,July,2017,23 Shawwal 1438,Working Day,,,Peshawar,34.015,71.5805,KPK,near the Afghan border,Military,High,open,suicide bomber riding on a motorcycle hit a Frontier Corps vehicle in Peshawar,Military,,1.0,2.0,1.0,7.0,1.0,,,37.0,98.0,0
488,17,Monday,July,2017,23 Shawwal 1438,Working Day,,,Peshawar,34.015,71.5805,KPK,southwestern Chaman province,Military,High,Open,bomb struck in southwestern Chaman province,Military,,1.0,1.0,1.0,1.0,1.0,,,37.0,98.0,0
489,24,Monday,July,2017,01 Dhul-Qi’dah 1438,Working Day,,15:55:00,Lahore,31.500875,74.33312,Punjab,near Arfa Karim IT Tower Ferozepur Road,,Medium,Open,,Police_Rangers,,26.0,27.0,56.0,56.0,1.0,,"Jinnah Hospital, General Hospital, Ittefaq Hospital",32.0,88.0,0
490,12,Saturday,August,2017,20 Dhul-Qi’dah 1438,Weekend,Weekend,17:00:00,Quetta,30.203658,67.004469,Balochistan,Pishin bus stop,,Medium,Open,the attacker had been carrying 25kg of “incendiary explosives” on a motorcycle that he had rammed into the military truck,Military,,15.0,15.0,40.0,40.0,1.0,25KG,,29.0,,1
491,5,Thursday,October,2017,15 Muharram 1439,Working Day,,,Quetta,28.571051,67.496895,Balochistan,Fateh Pur Shrine in Jhal Magsi village,Religious,High,Open/Closed,at the entrance of shrine,Civilian,,21.0,22.0,25.0,,1.0,,"Larkana Hospital, Gandawah District Headquarters Hospital, 1 shifted to Aga Khan Hospital KHI",27.8,81.0,0
493,9,Thursday,November,2017,20 Safar 1439,Working Day,,07:00:00,Quetta,30.221057000000002,67.002524,Balochistan,Quetta's Chaman Housing Scheme on airport road,Police Rangers,Low,Open,AIG Hamid Shakil’s vehicle,Police_Rangers,,2.0,2.0,8.0,8.0,1.0,15KG,"Combined Military Hospital (CMH)-(Quetta), Civil Hospital(Quetta)",25.0,77.0,0
494,24,Friday,November,2017,06 Rabi’ al-Awwal 1439,Working Day,,07:00:00,Peshawar,33.970622999999996,71.43862,KPK,"Near Zarghuni Masjid, Phase-2 Hayatabad",Police Rangers,Low,Open,a Police & Rangers vehicle of AIG Asharf Noor ,Police_Rangers,,1.0,3.0,6.0,8.0,1.0,20KG,Hayatabad Medical Complex(Peshawar),22.0,72.0,0
495,25,Saturday,November,2017,07 Rabi’ al-Awwal 1439,Working Day,Weekend,07:00:00,Quetta,30.139626,66.981476,Balochistan,"Sariab Road, near Bus terminal",Military,Medium,Open,"transport for a colonel in Pakistan's armed forces, was parked near a bus terminal",Military,,4.0,4.0,16.0,22.0,1.0,10KG,Civil Hospital(Quetta),29.0,84.0,1
